id,tip,naziv,pravo_ime,vesolje,razmerje,naslov,izdaja,leto,mesec

Kallu,Location,,,,,Avengers,14,1965,March

Kallusians,Race,,,,,Avengers,14,1965,March

Kalya_(Earth-616),Character,Kalya,Unknown,Earth-616,,Tales to Astonish,66,1965,April

Kamar-Taj,Location,,,,,Strange Tales,110,1963,July

Kanga_Khan_(Earth-616),Character,Kanga Khan,Kanga Khan,Earth-616,,Tales to Astonish,67,1965,May

Kang_Armor,Item,,,,,Avengers,8,1964,September

Karen_Page_(Earth-616),Character,Karen Page,Karen Page,Earth-616,Single,Daredevil,1,1964,April

Karl_Fiers_(Earth-616),Character,Finisher,Karl Fiers,Earth-616,,Amazing Spider-Man Annual,5,1968,November

Karl_King_(Earth-616),Character,Karl King,Karl King,Earth-616,,Strange Tales,112,1963,September

Karl_Kort_(Earth-616),Character,Wrecker,Karl Kort,Earth-616,,Fantastic Four,12,1963,March

Karl_Kragg_(Earth-616),Character,Karl Kragg,Karl Kragg,Earth-616,,Amazing Adult Fantasy,10,1962,March

Karl_Lazlo_(Earth-77013),Character,Karl Lazlo,Karl Lazlo,Earth-77013,,Spider-Man Newspaper Strips,1978,1978,

Karl_Mordo_(Earth-616),Character,Baron Mordo,Karl Amadeus Mordo,Earth-616,Single,Strange Tales,111,1963,August

Karl_Stragg_(Earth-616),Character,Ox,Karl Ludwig Stragg ,Earth-616,Widowed,Daredevil,15,1966,April

Karnak_(Earth-71016),Character,Karnak,Karnak,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Karnak_(Earth-78909),Character,Karnak,Unknown,Earth-78909,,Medusa and the Inhumans,,1978,October

Karnak_Mander-Azur_(Earth-616),,Magister Karnak,Karnak Mander-Azur,Earth-616,Single,Fantastic Four,45,1965,December

Karnilla_(Earth-616),Character,Karnilla,Karnilla,Earth-616,Married,Journey into Mystery,107,1964,August

Kathryn_Worthington_(Earth-616),Character,Kathryn Worthington,Kathryn Worthington,Earth-616,Engaged,X-Men,14,1965,November

Kathy_Carter_(Earth-616),Character,Kathy Carter,Kathy Carter,Earth-616,Single,Kathy,1,1959,October

Kathy_Stewart_(Earth-616),Character,Kathy Stewart,Kathy Stewart,Earth-616,Single,My Love,3,1970,January

Keeper_of_the_Comics_Code_(Earth-665),Character,Keeper of the Comics Code,Unknown,Earth-665,,Not Brand Echh,5,1967,December

Keith_Kincaid_(Earth-616),Character,Keith Kincaid,Keith Kincaid,Earth-616,Divorced,Thor,136,1967,January

Kenneth_Hale_(Earth-616),Character,Gorilla-Man,Kenneth Hale,Earth-616,Divorced,Men's Adventures,26,1954,March

Kenny_Baxter_(Earth-616),Character,Kenny Baxter,Kenny Baxter,Earth-616,,Patsy and Hedy Annual,1,1963,

Kentauros,Race,,,,,Journey into Mystery Annual,1,1965,October

Kent_Weisinger_(Earth-616),Character,Kenny Weisinger,Kent Weisinger,Earth-616,Single,Untold Tales of Spider-Man (novel),,,

Kevin_Marlow_(Earth-616),Character,Destroyer,Kevin Marlow,Earth-616,Married,Mystic Comics,6,1941,October

Kevin_Plunder_(Earth-616),Character,Ka-Zar,Lord Kevin Reginald Plunder,Earth-616,Married,X-Men,10,1965,March

Khan%27s_Aerodrome,Location,,,,,Young Allies,3,1942,Spring

Khan_(WWII)_(Earth-616),Character,Khan,Unknown,Earth-616,,Young Allies,3,1942,Spring

Kim_Sak_(Earth-616),Character,Kim Sak,Kim Sak,Earth-616,,Journey into Mystery,117,1965,June

King%27s_Crossing,Location,,,,,Fantastic Four,2,1962,January

King_Cabot_(Earth-616),Character,King Cabot,King Cabot,Earth-616,,"Kid Slade, Gunfighter",7,1957,May

King_Kobra_(Earth-616),Character,King Kobra,Unknown,Earth-616,,Kid Colt Outlaw,98,1961,May

Kl%27rt_(Earth-616),,Emperor Kl'rt,Kl'rt,Earth-616,Separated,Fantastic Four,18,1963,September

Klagg_(Earth-616),Character,Klagg,Klagg,Earth-616,,Tales of Suspense,21,1961,September

Klangians,Race,,,,,Tales to Astonish,47,1963,September

Klaus_Voorhees_(Earth-616),Character,King Cobra,Klaus Voorhees,Earth-616,Single,Journey into Mystery,98,1963,November

Knights_of_the_Round_Table_(Earth-616),Team,,,,,Black Knight,1,1955,May

Knights_of_Wundagore_(Earth-616),Team,,,,,Thor,134,1966,November

Knorda_(Earth-616),Character,Knorda,Knorda,Earth-616,,Journey into Mystery,109,1964,October

Konrad_Zaxon_(Earth-616),Character,Konrad Zaxon,Konrad Zaxon,Earth-616,,Tales to Astonish,78,1966,April

Korg_(Earth-616),Character,Korg,Korg,Earth-616,Single,Journey into Mystery,83,1962,August

Korilla_(Earth-616),Character,Wing Commander Korilla,Korilla,Earth-616,,Journey into Mystery,69,1961,June

Kort_(Earth-77013),Character,Kort,Kort (full name unrevealed),Earth-77013,,Spider-Man Newspaper Strips,2003,2003,

Koto_(Earth-616),Character,Koto,Koto,Earth-616,,Tales of Suspense,61,1965,January

Kraa_(Wabuzi)_(Earth-616),Character,Kraa the Unhuman,Kraa,Earth-616,,Tales of Suspense,18,1961,June

Kraglin_(Earth-616),Character,Kraglin,Kraglin,Earth-616,,Tales to Astonish,46,1963,August

Krang_(Earth-616),Character,Warlord Krang,Krang,Earth-616,Single,Fantastic Four Annual,1,1963,July

Krang_(Monster)_(Earth-616),Character,Krang,Krang,Earth-616,,Tales to Astonish,14,1960,December

Kraven%27s_Lion%27s_Head_Vest,Item,,,,,Amazing Spider-Man,15,1964,August

Kree,Race,,,,,Fantastic Four,65,1967,August

Kree_Militia_Uniforms,Item,,,,,Marvel Super-Heroes,12,1967,December

Kree_Sentries,Race,,,,,Fantastic Four,64,1967,July

Krill_(Race),Race,,,,,Amazing Adult Fantasy,8,1962,January

Kroda_(Earth-616),Character,Kroda the Duelist,Kroda,Earth-616,,Journey into Mystery,119,1965,August

Kronans,Race,,,,,Journey into Mystery,83,1962,August

Kronin_Krask_(Earth-616),Character,Kronin Krask,Kronin Krask,Earth-616,,Thor,172,1970,January

Kulla_(Earth-616),Character,Kulla,Kulla,Earth-616,,Tales to Astonish,41,1963,March

Kuro_Chin_(Earth-616),Character,Agent 60,Kuro Chin,Earth-616,,Tales of Suspense,86,1967,February

Kurrgo%27s_Robot_(Earth-616),Character,Robot,Unknown,Earth-616,,Fantastic Four,7,1962,October

Kurrgo_(Earth-616),Character,Kurrgo,Kurrgo,Earth-616,Single,Fantastic Four,7,1962,October

Kurt_Karlbad_(Earth-616),Character,Doctor Karlbad,Kurt Karlbad,Earth-616,,Rawhide Kid,39,1964,April

Kurt_Kordok_(Earth-77013),Character,Kurt Kordok,Kurt Kordok,Earth-77013,,Spider-Man Newspaper Strips,2007,2007,

Kurt_Marko_(Earth-616),Character,Kurt Marko,Kurt Marko,Earth-616,Widowed,X-Men,12,1965,July

Laevateinn,Item,,,,,Journey into Mystery,115,1965,April

LaGuardia_Airport,Location,,,,,Amazing Spider-Man,6,1963,November

Land_of_Mirmir,Location,,,,,Journey into Mystery,103,1964,April

Lann_(Earth-616),Character,Keeper of the Flame,Lann,Earth-616,,Avengers,30,1966,July

Lansdale,Location,,,,,Thor,385,1987,November

Larry_Arthur_(Earth-616),Character,Larry Arthur,Larry Arthur,Earth-616,Married,My Love,7,1970,September

Larry_Scott_(Earth-616),Character,Father Time,Larry Scott,Earth-616,,Captain America Comics,6,1941,September

Latveria,Location,,,,,Fantastic Four Annual,2,1964,September

Laufey_(Earth-616),Character,King Laufey,Laufey,Earth-616,Widowed,Journey into Mystery,112,1965,January

Laura_Brown_(Earth-616),Character,Laura Brown,Laura Brown,Earth-616,Single,Strange Tales,135,1965,August

Lava_Men,Race,,,,,Journey into Mystery,97,1963,October

Lawrence_Zaxton_(Demon_Duplicate)_(Earth-616),Character,Lawrence Zaxton (Demon Duplicate),Lawrence Zaxton,Earth-616,Single,Journey into Mystery,95,1963,August

Lawrence_Zaxton_(Earth-616),Character,Lawrence Zaxton,Lawrence Zaxton ,Earth-616,Single,Journey into Mystery,95,1963,August

Leap-Frog%27s_Suit,Item,,,,,Daredevil,25,1967,February

Lee_Guardineer_(Earth-616),Character,Magician,Lee Guardineer,Earth-616,,Tales to Astonish,56,1964,June

Lee_Kearns_(Earth-616),Character,Lee Kearns,Lee Kearns,Earth-616,Single,Tales to Astonish,44,1963,June

Lee_Portman_(Earth-616),Character,Fat Man,Lee Portman,Earth-616,,Kid Colt Outlaw,117,1964,July

Legion_of_the_Lost_(Earth-616),Team,,,,,Thor,154,1968,July

Leila_Taylor_(Earth-616),Character,Leila Taylor,Leila Taylor,Earth-616,Single,Captain America,140,1971,August

Leita_(Earth-616),Character,Leita,Leita,Earth-616,,Thor,133,1966,October

Leland_Owlsley_(Earth-616),Character,Owl,Leland Owlsley,Earth-616,Divorced,Daredevil,3,1964,August

Leland_Owlsley_(Earth-77013),Character,Owl,Leland Owlsley,Earth-77013,Married,Spider-Man Newspaper Strips,2004,2004,

Lens_(Nazi)_(Earth-616),Character,Lens,Lens (Full name unknown),Earth-616,,All Winners Comics,2,1941,Fall

Leonard_Schaefer_(Earth-616),Character,Doctor Dragon,Leonard Schaefer ,Earth-616,,All Winners Comics,3,1941,Winter

Leopold_Stryke_(Earth-616),Character,Eel,"Leopold ""Leo"" Stryke",Earth-616,Single,Strange Tales,112,1963,September

Leslie_Evans_(Earth-616),Character,Leslie Evans,Leslie Evans,Earth-616,Married,Tales to Astonish,13,1960,November

Leslie_Farrington_(Earth-616),Character,Leslie Farrington,Leslie Farrington,Earth-616,,Strange Tales,137,1965,October

Les_Cooper_(Earth-616),Character,Les Cooper,Les Cooper,Earth-616,,Rawhide Kid,17,1960,August

Lewis_Hargrove_(Earth-616),Character,Lewis Hargrove,Lewis Hargrove,Earth-616,Single,Sgt Fury and his Howling Commandos,7,1964,May

Lewis_Murdock_(Earth-616),Character,Murdock,Lewis Murdock,Earth-616,,Mystic Comics,9,1942,May

Lieutenant_General_Fredricks_(Earth-616),Character,Lieutenant General Fredricks,Lieutenant General Fredricks,Earth-616,Single,Fantastic Four,3,1962,March

Life-Model_Decoy,Item,,,,,Strange Tales,135,1965,August

Lifebringer_One_(Item),Item,,,,,Thor,162,1969,March

Lightning_Lord_(Earth-616),Character,Lightning Lord,Lightning Lord,Earth-616,,Tales to Astonish,97,1967,November

Linda_Brown_(Earth-616),Character,Linda Brown,Unknown,Earth-616,Single,Strange Tales,97,1962,June

Linda_Carter_(Earth-616),Character,Night Nurse,Linda Jane Carter,Earth-616,Single,"Linda Carter, Student Nurse",1,1961,September

Linda_Smith_(Earth-616),Character,Linda Smith,Linda Smith,Earth-616,Single,Patsy Walker,113,1964,February

Lionel_van_Devanter_(Earth-616),Character,Lionel van Devanter,Lionel van Devanter,Earth-616,,Captain America Comics,10,1942,January

Lippy_Louie_(Earth-616),Character,Lippy Louie,Unknown,Earth-616,Single,Fantastic Four,91,1969,October

Liso_Trago_(Earth-616),Character,Liso Trago,Liso Trago ,Earth-616,,Tales to Astonish,47,1963,September

Lithodia_Rexians,Race,,,,,Tales to Astonish,5,1959,September

Living_Brain_(Earth-616),Character,The Living Brain,None,Earth-616,,Amazing Spider-Man,8,1964,January

Living_Rock,Item,,,,,Avengers,5,1964,May

Living_Totem_(Alien)_(Earth-616),Character,Living Totem,Unknown,Earth-616,,Rawhide Kid,22,1961,June

Living_Tribunal_(Multiverse),Character,Living Tribunal,Living Tribunal,Multiverse,Single,Strange Tales,157,1967,June

Lizard_Men_(Deviants),Race,,,,,Tales to Astonish,24,1961,October

Lizard_Men_of_Tok,Race,,,,,Fantastic Four,16,1963,July

Li_Chou_(Earth-616),Character,Li Chou,Li Chou,Earth-616,,Tales of Suspense,86,1967,February

Lockjaw_(Earth-616),Character,Lockjaw,Lockjaw,Earth-616,Single,Fantastic Four,45,1965,December

Lockjaw_(Earth-78909),Character,Lockjaw,Lockjaw,Earth-78909,,"Blastaar, the Living Bomburst",,1978,December

Lois_Anders_(Earth-616),Character,Lois Anders,Lois Anders,Earth-616,,Sun Girl,1,1948,August

Lokar_(Earth-616),Character,Lokar,Lokar,Earth-616,,Tales of Suspense,53,1964,May

Loki_Laufeyson_(Earth-616),,Loki,Loki Laufeyson,Earth-616,Separated,Venus,6,1949,August

Loki_Laufeyson_(Kid_Loki)_(Earth-616),Character,Loki,Loki Laufeyson,Earth-616,Single,Thor,617,2011,January

Longridge_Road,Location,,,,,Captain America,116,1969,August

Lords_of_the_Living_Lightning_(Earth-616),Team,,,,,Tales to Astonish,97,1967,November

Lord_Wotonby_(Earth-616),Character,Lord Wotonby,Wotonby (Full name unrevealed),Earth-616,,Captain America Comics,6,1941,September

Lost_Lagoon,Location,,,,,Fantastic Four,97,1970,April

Louise_Grant_(Earth-616),Character,Blonde Phantom,Louise Grant-Mason,Earth-616,Widowed,All-Select Comics,11,1946,Fall

Louis_Wilson_(Earth-616),Character,Louis Wilson,Louis Wilson,Earth-616,,Amazing Spider-Man,68,1969,January

Lou_Haines_(Earth-616),Character,Lou Haines,Lou Haines,Earth-616,,Captain America Comics,3,1941,May

Lovelace_Smiley_(Earth-77013),Character,Lovelace Smiley,Lovelace Smiley,Earth-77013,,Spider-Man Newspaper Strips,2005,2005,

Luchino_Nefaria_(Earth-616),Character,Count Nefaria,Count Luchino Nefaria,Earth-616,Widowed,Avengers,13,1965,February

Lucifer_(Quist)_(Earth-616),Character,Lucifer,Unknown,Earth-616,Single,X-Men,9,1965,January

Lucius_Duntmore_(Earth-616),Character,Lucius Duntmore,Lucius Duntmore,Earth-616,,Strange Tales,72,1959,December

Lucius_Farnsworth_(Earth-616),Character,Lucius Farnsworth,Lucius Farnsworth,Earth-616,,Strange Tales,94,1962,March

Lucy_Barton_(Earth-616),Character,Lucy Barton,Lucy Barton,Earth-616,,Avengers,34,1966,November

Ludwig_Schroeder_(Earth-616),Character,Ludwig Schroeder,Ludwig Schroeder,Earth-616,,Sgt Fury and his Howling Commandos,14,1965,January

Ludwig_von_Frankenstein_(Earth-616),Character,Ludwig von Frankenstein,Ludwig von Frankenstein,Earth-616,,Silver Surfer,7,1969,August

Lugo_Belogi_(Earth-77013),Character,Lugo Belogi,Lugo Belogi,Earth-77013,,Spider-Man Newspaper Strips,2000,2000,

Luke_Buffington_(Earth-616),Character,Smasher,Luke Buffington,Earth-616,,Two-Gun Kid,68,1964,March

Luke_Stokes_(Earth-616),Character,Luke Stokes,Luke Stokes,Earth-616,,Rawhide Kid,23,1961,August

Lurking_Unknown_(Earth-616),Character,Lurking Unknown,Unknown,Earth-616,Single,Thor,136,1967,January

Lydia_Connors_(Earth-77013),Character,Lydia Connors,Lydia Connors,Earth-77013,Married,Spider-Man Newspaper Strips,2002,2002,

Lyle_Getz_(Earth-616),Character,Scientist Supreme,Lyle Getz,Earth-616,Single,Captain America,133,1971,January

Lyndon_B._Johnson_(Earth-616),Character,Lyndon B. Johnson,Lyndon Baines Johnson,Earth-616,Married,Tales to Astonish,88,1967,February

M%27Wabu_(Earth-616),Character,M'Wabu,M'Wabu,Earth-616,,Fantastic Four,54,1966,September

M-11_(Earth-616),Character,Human Robot,M-11,Earth-616,Single,Menace,11,1954,May

M.M._Madison_(Earth-616),Character,M.M. Madison,M.M. Madison,Earth-616,,Patsy Walker,110,1963,October

Maa-Gor_(Earth-616),Character,Maa-Gor,Maa-Gor,Earth-616,Single,X-Men,10,1965,March

MacDonald_Gargan_(Earth-616),Character,Scorpion,"MacDonald ""Mac"" Gargan",Earth-616,Single,Amazing Spider-Man,19,1964,December

MacDonald_Gargan_(Earth-77013),Character,Scorpion,MacDonald Gargan,Earth-77013,,Spider-Man Newspaper Strips,2001,2001,

Mac_Danton_(Earth-616),Character,Mac Danton,Mac Danton,Earth-616,Single,Patsy Walker,118,1964,December

Madame_Death_(Earth-616),Character,Madame Death,Unknown,Earth-616,,All Winners Comics,21,1946,Winter

Madame_Macabre_(Earth-616),Character,Madame Macabre,Unknown,Earth-616,Single,Tales to Astonish,66,1965,April

Mad_Thinker_(Julius)_(Earth-616),Character,Mister Fantastic,Julius ,Earth-616,Single,Fantastic Four,15,1963,June

Maggia_(Earth-616),Organization,,,,,Avengers,13,1965,February

Maggie_Farrell%27s_Father_(Earth-616),Character,Maggie Farrell's Father,Unknown,Earth-616,,Daredevil,1,1964,April

Magneto%27s_Helmet,Item,,,,,X-Men,1,1963,September

Magneto%27s_Island,Location,,,,,X-Men,4,1964,March

Magnir_(Earth-616),Character,Magnir,Magnir,Earth-616,,Thor,143,1967,August

Magno-Man_(Earth-616),Character,Magno-Man,Unknown,Earth-616,,Fantastic Four,92,1969,November

Magrat_(Earth-616),Character,Magrat the Schemer,Magrat,Earth-616,,Journey into Mystery,119,1965,August

Maha_Yogi_(Earth-616),Character,Merlin,Unknown,Earth-616,,Journey into Mystery,96,1963,September

Makau_(Earth-616),Character,Makau,Makau,Earth-616,,Tales to Astonish,10,1960,July

Makluans,Race,,,,,Strange Tales,89,1961,October

Makoth_(Earth-616),Character,Makoth,Makoth,Earth-616,,Thor,146,1967,November

Man-Beast_(Earth-616),Character,Man-Beast,Man-Beast,Earth-616,Single,Thor,134,1966,November

Man-Monster_(Earth-616),Character,Smasher,Man-Monster,Earth-616,,Spectacular Spider-Man Magazine,1,1968,July

Mandarin%27s_Rings,Item,,,,,Tales of Suspense,50,1964,February

Mandarin_(Earth-616),Character,Mandarin,Unknown,Earth-616,Single,Tales of Suspense,50,1964,February

Manfred_Adler_(Earth-616),Character,Manfred Adler,Manfred Adler,Earth-616,,Sgt Fury and his Howling Commandos,14,1965,January

Mangog_(Earth-616),Character,Mangog,Mangog,Earth-616,Single,Thor,154,1968,July

Mankiller_(Robot)_(Earth-616),Character,Mankiller,Mankiller,Earth-616,,Captain America,111,1969,March

Manning_University,Location,,,,,Captain America,120,1969,December

Manuel_Eloganto_(Earth-616),Character,Matador,Manuel Eloganto,Earth-616,,Daredevil,5,1964,December

Mao_Tse_Tung_(Earth-616),Character,Mao Tse Tung,Mao Tse Tung,Earth-616,,Journey into Mystery,93,1963,June

Mar-Vell_(Earth-616),Character,Captain Marvel,Mar-Vell,Earth-616,Single,Marvel Super-Heroes,12,1967,December

Marco_Scarlotti_(Earth-616),Character,Whiplash,Marco Scarlotti,Earth-616,Single,Tales of Suspense,97,1968,January

Margaret_Carter_(Earth-616),Character,The Dryad,Margaret Alexandra Carter,Earth-616,Single,Tales of Suspense,75,1966,March

Margaret_Murphy_(Earth-616),Character,Margie Murphy,Margaret Murphy,Earth-616,,Comedy Comics,34,1946,September

Margo_Turner_(Earth-77013),Character,Margo Turner,Margo Turner,Earth-77013,Single,Spider-Man Newspaper Strips,1978,1978,

Margus_(Earth-616),Character,Margus,Margus,Earth-616,,Journey into Mystery,83,1962,August

Marianne_Rodgers_(Earth-616),Character,Marianne Rodgers,Marianne Rodgers,Earth-616,Single,Tales of Suspense,40,1963,April

Maria_Lopez_(Earth-77013),Character,Maria Lopez,Maria Lopez,Earth-77013,Divorced,Spider-Man Newspaper Strips,2006,2006,

Maria_Trovaya_(Earth-616),Character,Maria Pym,Maria Trovaya,Earth-616,Married,Tales to Astonish,44,1963,June

Marie_Antoinette_(Dog)_(Earth-616),Character,Marie Antoinette,Marie Antoinette,Earth-616,,Patsy and Hedy,70,1960,June

Marion_Horton_(Earth-616),Character,Marion Horton,Marion Horton,Earth-616,Widowed,Menace,3,1953,May

Maris_Morlak_(Earth-616),Character,Crucible,Dr. Maris Morlak,Earth-616,,Fantastic Four,66,1967,September

Mark_Faraday_(Earth-616),Character,Mark Faraday,Mark Faraday,Earth-616,,Tales of Suspense,8,1960,March

Mark_Langley_(Earth-616),Character,Mark Langley,Mark Langley,Earth-616,Married,Tales of Suspense,15,1961,March

Mark_Mason_(Earth-616),Character,Mark Mason,Mark Mason,Earth-616,Married,All-Select Comics,11,1946,Fall

Mark_Raxton_(Earth-616),Character,Mark Raxton,Mark Raxton,Earth-616,Single,Amazing Spider-Man,28,1965,September

Mark_Walker_(Earth-616),Character,Mark Walker,Mark Walker,Earth-616,Single,Strange Tales,74,1960,April

Marshall_Michaels_(Earth-616),Character,Marshall Michaels,Marshall Michaels,Earth-616,Single,Patsy Walker,99,1962,February

Martha_Connors_(Earth-616),Character,Martha Connors,Martha Connors,Earth-616,Married,Amazing Spider-Man,6,1963,November

Martha_Robertson_(Earth-616),Character,Martha Robertson,Martha Robertson,Earth-616,Married,Amazing Spider-Man,68,1969,January

Martian_Who_Walks_Among_Us_(Earth-616),Character,Martian Who Walks Among Us,Unknown,Earth-616,,Strange Tales,78,1960,November

Martin_Blank_(Earth-616),Character,Gibbon,"Martin ""Marty"" Blank",Earth-616,Separated,Amazing Spider-Man,110,1972,July

Martin_Livingstone_(Earth-616),Character,Dr. Martin Livingstone,Dr. Martin Livingstone,Earth-616,,Young Allies,2,1941,Winter

Marvin_Flumm_(Earth-616),Character,Mentallo,Marvin Flumm,Earth-616,Single,Strange Tales,141,1966,February

Mary_Bobkins_(Earth-616),Character,Mary Bobkins,Mary Bobkins,Earth-616,Married,Amazing Adult Fantasy,8,1962,January

Mary_Collins_(Earth-616),Character,Mary Collins,Mary Collins,Earth-616,Single,Sun Girl,1,1948,August

Mary_Fitzpatrick_(Earth-616),,Mary Parker,Mary Teresa Parker,Earth-616,Married,Amazing Spider-Man Annual,5,1968,November

Mary_Frances_MacDonald_(Earth-616),Character,Mary Frances MacDonald,Mary Frances MacDonald,Earth-616,,Incredible Hulk,115,1969,May

Mary_Jane_Watson_(Earth-616),Character,Mary Jane Watson,Mary Jane Watson,Earth-616,Single,Amazing Spider-Man,25,1965,June

Mary_Jane_Watson_(Earth-77013),Character,Mary Jane Watson,Mary Jane Watson-Parker,Earth-77013,Married,Spider-Man Newspaper Strips,1977,1977,

Mary_Meeke_(Earth-616),Character,Mary Grant,Mary Meeke-Grant,Earth-616,Married,Meet Miss Bliss,1,1955,May

Mary_Muscle_(Earth-616),Character,Mary Muscle,Mary Muscle,Earth-616,,Millie the Model,33,1952,March

Mary_Nash_(Earth-616),Character,Mary Nash,Mary Nash,Earth-616,Single,All Winners Comics,1,1941,Summer

Mary_Sickles_(Earth-616),Character,Mary Sickles,Mary Sickles,Earth-616,Single,Captain America Comics,15,1942,June

Mary_Smith_(Earth-616),Character,Mary Smith,Mary Smith,Earth-616,Married,Junior Miss,24,1947,April

Mary_Stenson_(Earth-616),Character,Teena the Fat Lady,Mary Stenson,Earth-616,Single,Incredible Hulk,3,1962,September

Mary_Storm_(Earth-616),Character,Mary Storm,Mary Storm,Earth-616,Married,Fantastic Four,32,1964,November

Masters_of_Evil_(Earth-616),Team,,,,,Avengers,6,1964,July

Master_Mold_(Earth-616),Character,Master Mold,Master Mold,Earth-616,Single,X-Men,15,1965,December

Matter_Mobilizer,Item,,,,,Fantastic Four,48,1966,March

Matthew_Hawk_(Earth-616),Character,Two-Gun Kid,Matthew Hawk,Earth-616,Widowed,Two-Gun Kid,60,1962,November

Matthew_Murdock_(Earth-616),Character,Daredevil,"Matthew Michael ""Matt"" Murdock",Earth-616,Divorced,Daredevil,1,1964,April

Matthew_Murdock_(Earth-71016),Character,Daredevil,Matthew Michael Murdock,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Matthew_Murdock_(Earth-77013),Character,Daredevil,Matthew Murdock,Earth-77013,,Spider-Man Newspaper Strips,2001,2001,

Matt_Collins_(Earth-616),Character,Matt Collins,Matt Collins,Earth-616,,Menace,3,1953,May

Matt_Collins_(Old_West)_(Earth-616),Character,Matt Collins,Matt Collins,Earth-616,Single,Outlaw Kid,17,1957,May

Matt_Slade_(Earth-616),Character,Kid Slade,Matt Slade,Earth-616,,"Matt Slade, Gunfighter",1,1956,May

Maximus_Boltagon_(Earth-616),Character,Vox,Maximus Boltagon,Earth-616,Single,Fantastic Four,47,1966,February

Maxwell_Dillon_(Earth-616),Character,Electro,"Maxwell ""Max"" Dillon",Earth-616,Divorced,Amazing Spider-Man,9,1964,February

Maxwell_Shiffman_(Earth-616),Character,Maxwell Shiffman,Maxwell Shiffman,Earth-616,Widowed,Amazing Fantasy,15,1962,August

Max_Eisenhardt_(Earth-616),Character,Magneto,Max Eisenhardt,Earth-616,Widowed,X-Men,1,1963,September

Max_Young_(Earth-616),Character,Max Young,Max Young,Earth-616,,Amazing Spider-Man,37,1966,June

Mayda_Van_Poole_(Earth-616),Character,Mayda Van Poole,Mayda Van Poole,Earth-616,Single,Captain America Comics,63,1947,July

Maynard_Tiboldt_(Earth-616),Character,Ringmaster,Maynard Tiboldt,Earth-616,Single,Incredible Hulk,3,1962,September

Mayor_Harris_(Earth-616),Character,Mayor Harris,Harris,Earth-616,,Journey into Mystery,90,1963,March

May_Reilly_(Earth-616),,,,,,Amazing Fantasy,15,1962,August

May_Reilly_(Earth-77013),Character,Aunt May,May Reilly-Parker,Earth-77013,Widowed,Spider-Man Newspaper Strips,1977,1977,

Maze_of_Madness,Item,,,,,Strange Tales,157,1967,June

Ma_Carter_(Earth-616),Character,Ma Carter,Carter,Earth-616,Widowed,Patsy and Hedy,100,1965,June

Mechanical_Dragon,Item,,,,,Tales of Suspense,88,1967,April

Mecho-Assassin_(Earth-616),Character,Mecho-Assassin,Mecho-Assassin,Earth-616,Single,Tales of Suspense,92,1967,August

Medusalith_Amaquelin_(Earth-616),,Commander Medusa,Medusalith Amaquelin-Boltagon,Earth-616,Married,Fantastic Four,36,1965,March

Medusalith_Amaquelin_(Earth-71016),Character,Medusa,Medusalith Amaquelin,Earth-71016,Married,The Last Fantastic Four Story,1,2007,October

Medusalith_Amaquelin_(Earth-78909),Character,Medusa,Medusalith Amaquelin,Earth-78909,,Medusa and the Inhumans,,1978,October

Megingjord,Item,,,,,Journey into Mystery,91,1963,April

Mekkans,Race,,,,,Fantastic Four,91,1969,October

Melvin_(Earth-77013),Character,King Melvin,Melvin,Earth-77013,,Spider-Man Newspaper Strips,2001,2001,

Melvin_Burns_(Earth-616),Character,Melvin Burns,Melvin Burns,Earth-616,,Amazing Adult Fantasy,12,1962,May

Melvin_Potter_(Earth-616),Character,Gladiator,Melvin Potter,Earth-616,Widowed,Daredevil,18,1966,July

Melvin_Scarbo_(Earth-616),Character,Minister Blood,Melvin Scarbo,Earth-616,Single,Captain America,123,1970,March

Menace_(Hangor)_(Earth-616),Character,Menace,,Earth-616,,Captain America Comics,6,1941,September

Mendel_Stromm_(Earth-616),Character,Robot Master,Mendel Stromm,Earth-616,Single,Amazing Spider-Man,37,1966,June

Mental_Teleporter_(Doctor_Doom),Item,,,,,Fantastic Four,10,1963,January

Mento-Fish_(Earth-616),Character,Mento-Fish,Mento-Fish,Earth-616,,Fantastic Four,14,1963,May

Mento-Helmet,Item,,,,,X-Men,13,1965,September

Mephisto%27s_Realm,Location,,,,,Silver Surfer,3,1968,December

Mephisto_(Earth-616),Character,Mephisto,Mephisto ,Earth-616,Single,Silver Surfer,3,1968,December

Michael_Marko_(Earth-616),Character,Man Mountain Marko,Michael Marko,Earth-616,Single,Amazing Spider-Man,73,1969,June

Michael_Templar_(Earth-616),Character,Michael Templar,Michael Templar,Earth-616,,Venus,11,1950,November

Michael_Tucker_(Earth-616),Character,Michael Tucker,Michael Tucker,Earth-616,,Solarman,1,1989,January

